feedback_id,date,feedback,source,cleaned_text,sentiment,sentiment_score,sentiment_confidence,topics,keywords,emotion,aspect_sentiments,severity,severity_reason,priority,priority_score,priority_reason,department,department_reason,impact_level,impact_reason,action,action_reason,recommendation,recommendation_reason,suggested_next_step,recommendation_status,validation_status
FB0486,2026-06-30,some profs dont explain doubts properly,Survey,some profs dont explain doubts properly,Negative,0.9995,0.9995,"[""Explain Doubts Properly"", ""Profs""]","[""explain doubts properly"", ""profs""]",Frustration,"[{""aspect"": ""Some Profs"", ""sentiment"": ""Negative""}]",MEDIUM,Negative feedback describes an issue that should be addressed but has no verified emergency signal.,P3,0.5,Priority is based on severity (MEDIUM) and assessed impact.,General Services,No configured topic match was found; routing to General Services.,INDIVIDUAL,The feedback describes an individual or unspecified impact.,CREATE_TASK,Medium-severity feedback should create a trackable remediation task.,Create Task this medium-severity issue with the General Services department.,The LangGraph decision classified this issue as MEDIUM severity with P3 priority.,Ask General Services to review the feedback and complete the create task action.,FALLBACK,VALID
FB0524,2026-06-30,books are pretty useful,Course Feedback,books are pretty useful,Positive,0.999,0.999,"[""Pretty Useful"", ""Books""]","[""pretty useful"", ""books""]",Satisfaction,"[{""aspect"": ""Books Pretty"", ""sentiment"": ""Positive""}]",LOW,No strong operational or safety signal was found.,P4,0.25,Priority is based on severity (LOW) and assessed impact.,General Services,No configured topic match was found; routing to General Services.,INDIVIDUAL,The feedback describes an individual or unspecified impact.,MONITOR,Low-risk feedback can be monitored.,Monitor this low-severity issue with the General Services department.,The LangGraph decision classified this issue as LOW severity with P4 priority.,Ask General Services to review the feedback and complete the monitor action.,FALLBACK,VALID
FB0822,2026-06-30,mock interviews were useful,WhatsApp Feedback,mock interviews were useful,Negative,0.9381,0.9381,"[""Mock Interviews"", ""Pretty Useful""]","[""mock interviews"", ""useful""]",Frustration,"[{""aspect"": ""Mock Interviews"", ""sentiment"": ""Negative""}]",MEDIUM,Negative feedback describes an issue that should be addressed but has no verified emergency signal.,P3,0.5,Priority is based on severity (MEDIUM) and assessed impact.,General Services,No configured topic match was found; routing to General Services.,INDIVIDUAL,The feedback describes an individual or unspecified impact.,CREATE_TASK,Medium-severity feedback should create a trackable remediation task.,Create Task this medium-severity issue with the General Services department.,The LangGraph decision classified this issue as MEDIUM severity with P3 priority.,Ask General Services to review the feedback and complete the create task action.,FALLBACK,VALID
FB1082,2026-06-30,prof explains things rly well,Course Feedback,prof explains things rly well,Positive,0.9984,0.9984,"[""Explains Things Rly"", ""Prof Explains Things""]","[""explains things rly"", ""prof explains things""]",Joy,"[{""aspect"": ""Prof Explains"", ""sentiment"": ""Positive""}]",LOW,No strong operational or safety signal was found.,P4,0.25,Priority is based on severity (LOW) and assessed impact.,General Services,No configured topic match was found; routing to General Services.,INDIVIDUAL,The feedback describes an individual or unspecified impact.,MONITOR,Low-risk feedback can be monitored.,Monitor this low-severity issue with the General Services department.,The LangGraph decision classified this issue as LOW severity with P4 priority.,Ask General Services to review the feedback and complete the monitor action.,FALLBACK,VALID
FB1152,2026-06-30,mobile data works better than college wifi lol,Survey,mobile data works better than college wifi lol,Positive,0.9892,0.9892,"[""Than College Wifi"", ""Mobile Data""]","[""than college wifi"", ""mobile data""]",Satisfaction,"[{""aspect"": ""Mobile Data"", ""sentiment"": ""Positive""}]",LOW,No strong operational or safety signal was found.,P4,0.25,Priority is based on severity (LOW) and assessed impact.,IT,Matched the analyzed topic/keyword 'wifi' to IT.,INDIVIDUAL,The feedback describes an individual or unspecified impact.,MONITOR,Low-risk feedback can be monitored.,Monitor this low-severity issue with the IT department.,The LangGraph decision classified this issue as LOW severity with P4 priority.,Ask IT to review the feedback and complete the monitor action.,FALLBACK,VALID
FB0019,2026-07-01,teaching quality is actually great,Complaint,teaching quality is actually great,Positive,0.9999,0.9999,"[""Teaching Quality""]","[""teaching quality""]",Satisfaction,"[{""aspect"": ""Teaching Quality"", ""sentiment"": ""Positive""}]",LOW,No strong operational or safety signal was found.,P4,0.25,Priority is based on severity (LOW) and assessed impact.,Facilities,Matched the analyzed topic/keyword 'ac' to Facilities.,INDIVIDUAL,The feedback describes an individual or unspecified impact.,MONITOR,Low-risk feedback can be monitored.,Monitor this low-severity issue with the Facilities department.,The LangGraph decision classified this issue as LOW severity with P4 priority.,Ask Facilities to review the feedback and complete the monitor action.,FALLBACK,VALID
FB0035,2026-07-01,faculty is approachable samajh nahi aata,Course Feedback,faculty is approachable samajh nahi aata,Positive,0.9951,0.9951,"[""Samajh Nahi Aata"", ""Faculty""]","[""samajh nahi aata"", ""faculty""]",Joy,"[{""aspect"": ""Faculty Approachable"", ""sentiment"": ""Positive""}]",LOW,No strong operational or safety signal was found.,P4,0.25,Priority is based on severity (LOW) and assessed impact.,Facilities,Matched the analyzed topic/keyword 'ac' to Facilities.,INDIVIDUAL,The feedback describes an individual or unspecified impact.,MONITOR,Low-risk feedback can be monitored.,Monitor this low-severity issue with the Facilities department.,The LangGraph decision classified this issue as LOW severity with P4 priority.,Ask Facilities to review the feedback and complete the monitor action.,FALLBACK,VALID
FB0050,2026-07-01,canteen is clean,Complaint,canteen is clean,Positive,0.9968,0.9968,"[""Clean"", ""Canteen""]","[""clean"", ""canteen""]",Satisfaction,"[{""aspect"": ""Canteen Clean"", ""sentiment"": ""Positive""}]",LOW,No strong operational or safety signal was found.,P4,0.25,Priority is based on severity (LOW) and assessed impact.,Cafeteria,Matched the analyzed topic/keyword 'canteen' to Cafeteria.,INDIVIDUAL,The feedback describes an individual or unspecified impact.,MONITOR,Low-risk feedback can be monitored.,Monitor this low-severity issue with the Cafeteria department.,The LangGraph decision classified this issue as LOW severity with P4 priority.,Ask Cafeteria to review the feedback and complete the monitor action.,FALLBACK,VALID
FB0113,2026-07-01,network in the lab is bad,Survey,network in the lab is bad,Negative,0.9998,0.9998,"[""Network"", ""Lab""]","[""network"", ""lab""]",Frustration,"[{""aspect"": ""Network Lab"", ""sentiment"": ""Negative""}]",MEDIUM,Negative feedback describes an issue that should be addressed but has no verified emergency signal.,P3,0.5,Priority is based on severity (MEDIUM) and assessed impact.,IT,Matched the analyzed topic/keyword 'network' to IT.,INDIVIDUAL,The feedback describes an individual or unspecified impact.,CREATE_TASK,Medium-severity feedback should create a trackable remediation task.,Create Task this medium-severity issue with the IT department.,The LangGraph decision classified this issue as MEDIUM severity with P3 priority.,Ask IT to review the feedback and complete the create task action.,FALLBACK,VALID
FB0155,2026-07-01,Not sure what happened but canteen needs more seating and projector wasnt working in class.,Suggestion Box,Not sure what happened but canteen needs more seating and projector wasnt working in class.,Mixed,0.9983,0.9983,"[""More Seating"", ""Projector""]","[""more seating"", ""projector"", ""class"", ""canteen""]",Concern,"[{""aspect"": ""Sure What"", ""sentiment"": ""Negative""}, {""aspect"": ""Canteen Needs More Seating Projector"", ""sentiment"": ""Negative""}]",MEDIUM,Mixed feedback contains a concern that merits follow-up.,P3,0.5,Priority is based on severity (MEDIUM) and assessed impact.,IT,Matched the analyzed topic/keyword 'projector' to IT.,INDIVIDUAL,The feedback describes an individual or unspecified impact.,CREATE_TASK,Medium-severity feedback should create a trackable remediation task.,Create Task this medium-severity issue with the IT department.,The LangGraph decision classified this issue as MEDIUM severity with P3 priority.,Ask IT to review the feedback and complete the create task action.,FALLBACK,VALID
FB0323,2026-07-01,computers take forever to start,Suggestion Box,computers take forever to start,Negative,0.9803,0.9803,"[""Computers Take Forever"", ""Start""]","[""computers take forever"", ""start""]",Frustration,"[{""aspect"": ""Computers Take"", ""sentiment"": ""Negative""}]",MEDIUM,Negative feedback describes an issue that should be addressed but has no verified emergency signal.,P3,0.5,Priority is based on severity (MEDIUM) and assessed impact.,IT,Matched the analyzed topic/keyword 'computer' to IT.,INDIVIDUAL,The feedback describes an individual or unspecified impact.,CREATE_TASK,Medium-severity feedback should create a trackable remediation task.,Create Task this medium-severity issue with the IT department.,The LangGraph decision classified this issue as MEDIUM severity with P3 priority.,Ask IT to review the feedback and complete the create task action.,FALLBACK,VALID
FB0334,2026-07-01,lift doesn't work sometimes achha hai,WhatsApp Feedback,lift doesn't work sometimes achha hai,Negative,0.9958,0.9958,"[""Lift Doesn'T""]","[""lift doesn't""]",Frustration,"[{""aspect"": ""Lift"", ""sentiment"": ""Negative""}]",MEDIUM,Negative feedback describes an issue that should be addressed but has no verified emergency signal.,P3,0.5,Priority is based on severity (MEDIUM) and assessed impact.,Facilities,Matched the analyzed topic/keyword 'ac' to Facilities.,INDIVIDUAL,The feedback describes an individual or unspecified impact.,CREATE_TASK,Medium-severity feedback should create a trackable remediation task.,Create Task this medium-severity issue with the Facilities department.,The LangGraph decision classified this issue as MEDIUM severity with P3 priority.,Ask Facilities to review the feedback and complete the create task action.,FALLBACK,VALID
FB0475,2026-07-01,food is okay nothing special,Student Portal,food is okay nothing special,Negative,0.9677,0.9677,"[""Nothing Special"", ""Food""]","[""nothing special"", ""food""]",Frustration,"[{""aspect"": ""Food Nothing"", ""sentiment"": ""Negative""}]",MEDIUM,Negative feedback describes an issue that should be addressed but has no verified emergency signal.,P3,0.5,Priority is based on severity (MEDIUM) and assessed impact.,Cafeteria,Matched the analyzed topic/keyword 'food' to Cafeteria.,INDIVIDUAL,The feedback describes an individual or unspecified impact.,CREATE_TASK,Medium-severity feedback should create a trackable remediation task.,Create Task this medium-severity issue with the Cafeteria department.,The LangGraph decision classified this issue as MEDIUM severity with P3 priority.,Ask Cafeteria to review the feedback and complete the create task action.,FALLBACK,VALID
FB0602,2026-07-01,administration handled it well lol,Course Feedback,administration handled it well lol,Positive,0.9965,0.9965,"[""Administration Handled""]","[""administration handled""]",Satisfaction,"[{""aspect"": ""Administration Handled"", ""sentiment"": ""Positive""}]",LOW,No strong operational or safety signal was found.,P4,0.25,Priority is based on severity (LOW) and assessed impact.,General Services,No configured topic match was found; routing to General Services.,INDIVIDUAL,The feedback describes an individual or unspecified impact.,MONITOR,Low-risk feedback can be monitored.,Monitor this low-severity issue with the General Services department.,The LangGraph decision classified this issue as LOW severity with P4 priority.,Ask General Services to review the feedback and complete the monitor action.,FALLBACK,VALID
